0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0
15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0
15,15,15,15,15,0,0,0,0,0,0,0,0,29,31,33,28,0,0,0
15,15,15,15,15,0,0,0,0,0,0,0,0,30,32,34,28,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
